keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,katman,oyuncu_ana_ad,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,mantik_denetim,faset_notu
caner dengin hangi takımda,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,arkas spor,Genişletme,caner dengin,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
caner dengin istatistik,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,arkas spor,Genişletme,caner dengin,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
ahmet karatas,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,arkas spor,Genişletme,ahmet karatas,40,LOW,0,,,,evet,30,30,30,40,50,40,30,30,40,40,30,30,40,30,40,20,40,30,50,40,50,30,50,50,110,70,70,70,70,50,30,hayır,Geçerli,
ahmet karatas kimdir,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,arkas spor,Genişletme,ahmet karatas,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
ahmet karatas hangi takımda,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,arkas spor,Genişletme,ahmet karatas,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
ahmet karatas istatistik,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,arkas spor,Genişletme,ahmet karatas,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
erhan hamarat,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,arkas spor,Genişletme,erhan hamarat,30,LOW,0,,,,evet,10,20,10,30,50,140,40,20,10,20,10,20,10,20,50,40,10,50,10,10,10,20,70,40,10,10,10,20,20,20,20,hayır,Geçerli,
erhan hamarat kimdir,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,arkas spor,Genişletme,erhan hamarat,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
erhan hamarat hangi takımda,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,arkas spor,Genişletme,erhan hamarat,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
erhan hamarat istatistik,Efeler Ligi,Voleybol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,arkas spor,Genişletme,erhan hamarat,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
myles cale,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,myles cale,140,LOW,0,,,,evet,110,140,50,70,70,140,90,260,140,260,90,30,40,480,40,10,10,30,10,10,30,20,10,0,10,20,10,10,0,0,0,hayır,Geçerli,
myles cale kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,myles cale,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
myles cale hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,myles cale,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
myles cale istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,myles cale,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
marc-owen fodzo dada,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Jenerik,asvel basket,Genişletme,marc-owen fodzo dada,10,LOW,0,,,,evet,10,10,0,0,10,10,10,10,10,0,10,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hayır,Geçerli,
marc-owen fodzo dada kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,marc-owen fodzo dada,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
marc-owen fodzo dada hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Long-tail,Oyuncu Bilgi,asvel basket,Genişletme,marc-owen fodzo dada,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
marc-owen fodzo dada istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,marc-owen fodzo dada,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
bodian massa,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,bodian massa,50,LOW,1,,,,evet,20,20,30,50,90,30,40,90,170,140,20,10,30,10,10,10,10,10,20,10,10,10,10,10,10,50,20,210,260,20,90,hayır,Geçerli,
bodian massa kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,bodian massa,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
bodian massa hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,bodian massa,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
bodian massa istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,bodian massa,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
edwin jackson,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,edwin jackson,50,LOW,0,,,,evet,10,10,40,50,50,50,50,90,50,210,50,10,10,40,20,10,90,20,110,30,50,140,10,10,10,20,20,30,90,50,210,hayır,Geçerli,
edwin jackson kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,edwin jackson,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
edwin jackson hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,edwin jackson,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
edwin jackson istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,edwin jackson,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
mathis dossou-yovo,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,mathis dossou-yovo,20,LOW,0,,,,evet,40,30,30,20,30,20,10,20,10,20,10,10,10,20,20,90,90,10,10,10,10,10,10,0,10,10,10,10,10,0,10,hayır,Geçerli,
mathis dossou-yovo kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,mathis dossou-yovo,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
mathis dossou-yovo hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,mathis dossou-yovo,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
mathis dossou-yovo istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,mathis dossou-yovo,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
both gach,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,both gach,260,LOW,1,,,,evet,260,590,170,1300,140,70,260,110,40,110,10,20,20,50,90,170,110,70,170,260,110,210,40,20,30,140,10,10,10,10,0,hayır,Geçerli,
both gach kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,both gach,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
both gach hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,both gach,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
both gach istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,both gach,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
joel bolomboy,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,joel bolomboy,90,LOW,0,,,,evet,110,110,30,70,260,110,70,30,40,70,50,40,70,70,110,210,210,140,390,170,140,1000,30,20,40,30,70,170,140,70,590,hayır,Geçerli,
joel bolomboy kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,joel bolomboy,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
joel bolomboy hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,joel bolomboy,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
joel bolomboy istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,joel bolomboy,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
david lighty,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,david lighty,40,LOW,4,,,,evet,10,10,30,70,40,20,40,40,70,110,20,10,10,30,10,10,70,40,40,50,140,70,10,10,10,10,10,20,40,20,110,hayır,Geçerli,
david lighty kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,david lighty,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
david lighty hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,david lighty,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
david lighty istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,david lighty,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
hugo besson,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,hugo besson,260,LOW,0,,,,evet,70,90,260,260,210,260,390,320,260,320,260,110,260,110,260,260,390,170,480,480,1000,720,70,140,20,10,10,20,30,10,10,hayır,Geçerli,
hugo besson kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,hugo besson,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
hugo besson hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,hugo besson,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
hugo besson istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,hugo besson,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
nate sestina,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,asvel basket,Genişletme,nate sestina,260,LOW,0,,,,evet,110,110,170,170,590,170,210,170,720,720,210,110,480,260,880,320,260,210,320,390,390,720,590,590,1000,5400,6600,4400,3600,1300,6600,hayır,Geçerli,
nate sestina kimdir,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,asvel basket,Genişletme,nate sestina,0,,,,,,evet,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,0,10,10,10,10,10,0,10,hayır,Geçerli,
nate sestina hangi takımda,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,asvel basket,Genişletme,nate sestina,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
nate sestina istatistik,EuroLeague,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,Yurt Dışı,Yabancı,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,asvel basket,Genişletme,nate sestina,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
devin carter,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,atlanta hawks,Genişletme,devin carter,170,LOW,0,,,,evet,90,90,50,260,260,210,110,140,480,210,40,20,90,30,40,110,140,90,260,70,50,70,40,20,90,260,90,20,20,10,10,hayır,Geçerli,
devin carter kimdir,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,atlanta hawks,Genişletme,devin carter,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
devin carter hangi takımda,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,atlanta hawks,Genişletme,devin carter,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
devin carter istatistik,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,atlanta hawks,Genişletme,devin carter,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
luguentz dort,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,İngilizce,Head,Oyuncu Jenerik,atlanta hawks,Genişletme,luguentz dort,720,LOW,0,,,,evet,140,210,2900,1000,720,590,720,1000,880,720,260,110,170,1900,2900,1000,880,480,720,880,720,390,50,390,480,90,1000,720,480,590,880,hayır,Geçerli,
luguentz dort kimdir,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,İngilizce,Body,Oyuncu Bilgi,atlanta hawks,Genişletme,luguentz dort,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
luguentz dort hangi takımda,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,atlanta hawks,Genişletme,luguentz dort,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
luguentz dort istatistik,NBA,Basketbol,Lig,1. Seviye,Ana Liste,Erkek,Kulüp,Takım Sporu,ABD,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,İngilizce,Body,İstatistik,atlanta hawks,Genişletme,luguentz dort,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,Geçerli,
