keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,kurum_sorgusu,oyuncu_dogrulama,faset_notu,mantik_denetim,katman
a milli takım kadro,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,kad,6600,LOW,2,,,,evet,1000,27100,12100,2900,22200,880,590,590,5400,2900,8100,1300,590,4400,3600,880,9900,880,1000,1300,8100,12100,12100,5400,27100,60500,18100,880,14800,1600,1000,hayır,,,Geçerli,Ana Liste
milli maç,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,301000,LOW,4,0.08,0.02,0.1,evet,18100,673000,40500,40500,823000,18100,8100,18100,450000,550000,550000,18100,8100,135000,9900,9900,450000,9900,8100,27100,368000,450000,368000,14800,201000,368000,12100,5400,246000,4400,3600,hayır,,,Geçerli,Ana Liste
milli maç fikstür,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,5400,LOW,8,0.05,0.02,0.11,evet,590,12100,1600,1600,12100,1600,720,720,9900,12100,6600,590,170,2400,480,390,5400,480,720,1600,8100,12100,8100,720,2400,9900,480,210,4400,260,170,hayır,,,Geçerli,Ana Liste
milli maç canlı izle,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,2400,LOW,3,0.86,,,evet,260,18100,30,140,8100,30,10,10,1300,1600,4400,30,30,590,20,50,6600,20,20,50,5400,8100,3600,260,14800,12100,70,30,2400,10,10,hayır,,,Geçerli,Ana Liste
milli maç hangi kanalda,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,90500,LOW,3,0.09,0.07,0.24,evet,1600,135000,2400,5400,368000,720,390,1300,165000,201000,368000,880,720,40500,390,1300,201000,390,480,1000,165000,201000,201000,2400,60500,110000,2900,720,90500,320,210,hayır,,,Geçerli,Ana Liste
milli maç kadro,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,kad,1600,LOW,2,,,,evet,50,4400,210,320,5400,70,40,50,2400,2400,4400,170,50,880,110,90,6600,90,70,110,3600,3600,5400,260,3600,4400,110,20,2400,30,30,hayır,,,Geçerli,Ana Liste
türkiye maçı,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,2740000,LOW,1,0.17,0.04,0.19,evet,201000,13600000,450000,673000,7480000,201000,110000,201000,4090000,5000000,5000000,135000,110000,1830000,110000,135000,2740000,90500,110000,246000,4090000,4090000,3350000,135000,7480000,6120000,135000,60500,2240000,49500,60500,hayır,,,Geçerli,Ana Liste
türkiye maçı fikstür,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,2900,LOW,3,,0.01,0.11,evet,210,14800,1000,1600,5400,480,210,480,3600,4400,4400,320,170,1000,210,320,1900,170,210,480,3600,5400,5400,210,1900,9900,320,110,1600,140,140,hayır,,,Geçerli,Ana Liste
türkiye maçı canlı izle,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,9900,LOW,4,0.15,0.04,0.33,evet,590,60500,210,720,33100,70,70,90,8100,8100,22200,90,170,3600,210,210,12100,140,110,320,12100,18100,14800,590,110000,74000,480,50,5400,20,20,hayır,,,Geçerli,Ana Liste
türkiye maçı hangi kanalda,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,246000,LOW,2,0.45,0.05,0.3,evet,5400,550000,9900,14800,673000,3600,2400,5400,368000,450000,673000,1900,1600,135000,1300,2900,368000,1000,1300,2900,368000,450000,450000,3600,201000,368000,14800,1300,246000,480,480,hayır,,,Geçerli,Ana Liste
türkiye maçı kadro,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,kad,4400,LOW,2,0.04,0.07,0.32,evet,320,18100,720,880,12100,210,140,140,6600,4400,6600,140,110,3600,210,210,6600,210,170,210,6600,5400,8100,390,18100,14800,260,70,5400,90,140,hayır,,,Geçerli,Ana Liste
milli takım maçı,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,12100,LOW,1,0.14,0.03,0.19,evet,880,49500,2900,3600,33100,1600,1000,1300,14800,18100,22200,1300,880,8100,1600,1300,22200,1300,1000,2400,22200,18100,18100,1900,14800,27100,1300,590,14800,480,390,hayır,,,Geçerli,Ana Liste
milli takım maçı fikstür,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
milli takım maçı canlı izle,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,480,LOW,6,,,,evet,50,2900,20,50,880,10,10,10,390,390,880,10,10,260,10,30,880,10,30,70,590,720,720,40,2400,2900,20,10,720,10,10,hayır,,,Geçerli,Ana Liste
milli takım maçı hangi kanalda,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kan,14800,LOW,1,,,,evet,1300,74000,4400,480,27100,90,50,140,14800,18100,33100,210,110,8100,90,140,22200,50,50,110,18100,22200,22200,590,4400,22200,480,170,18100,40,30,hayır,,,Geçerli,Ana Liste
milli takım maçı kadro,A Milli Futbol Takımı,Futbol,Milli,Milli,Global Elit,Erkek,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,kad,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
kadın milli takım futbol,A Milli Kadın Futbol Takımı,Futbol,Milli,Milli,Niş,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,30,LOW,0,,,,evet,20,50,10,70,30,10,10,20,30,70,20,10,20,70,40,110,20,40,10,10,10,90,30,30,210,110,70,70,10,10,10,hayır,,,Geçerli,Ana Liste
kadın milli takım futbol fikstür,A Milli Kadın Futbol Takımı,Futbol,Milli,Milli,Niş,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
kadın milli takım futbol canlı izle,A Milli Kadın Futbol Takımı,Futbol,Milli,Milli,Niş,Kadın,Milli Takım,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Sürekli,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
kadın futbol ligi,Kadın Futbol Süper Ligi,Futbol,Lig,1. Seviye,Niş,Kadın,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,9900,LOW,0,0.37,,,evet,720,880,14800,14800,14800,12100,9900,18100,18100,12100,5400,1900,2400,1600,22200,33100,22200,12100,9900,14800,18100,12100,12100,1900,2400,1900,27100,27100,33100,18100,22200,hayır,,,Geçerli,Ana Liste
kadın futbol ligi puan durumu,Kadın Futbol Süper Ligi,Futbol,Lig,1. Seviye,Niş,Kadın,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,pd,6600,LOW,1,0.31,,,evet,720,880,14800,14800,12100,9900,9900,14800,8100,2900,720,140,720,590,4400,9900,6600,2900,2400,3600,4400,1600,1000,70,210,320,3600,5400,8100,4400,4400,hayır,,,Geçerli,Ana Liste
kadın futbol ligi fikstür,Kadın Futbol Süper Ligi,Futbol,Lig,1. Seviye,Niş,Kadın,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Head,jen,2740000,LOW,1,0.28,0.06,0.58,evet,368000,110000,2240000,4090000,5000000,4090000,4090000,2240000,4090000,3350000,3350000,1500000,301000,201000,2240000,3350000,2740000,2240000,2240000,1500000,2240000,2240000,1500000,1500000,550000,550000,1830000,3350000,1500000,1500000,201000,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi puan durumu,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,pd,673000,LOW,1,0.45,0.15,0.37,evet,12100,6600,49500,110000,201000,450000,3350000,1000000,1500000,823000,201000,14800,4400,3600,9900,12100,14800,33100,246000,49500,90500,60500,18100,6600,2900,2900,12100,12100,12100,14800,9900,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi fikstür,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,40500,LOW,2,0.44,0.06,0.38,evet,2400,1000,9900,33100,60500,74000,49500,27100,49500,40500,49500,60500,3600,1000,8100,22200,18100,18100,12100,8100,14800,12100,14800,8100,2400,1600,9900,22200,12100,9900,1900,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi maç sonuçları,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,49500,LOW,2,0.29,0.03,0.37,evet,1900,720,12100,60500,110000,90500,49500,33100,110000,74000,74000,8100,880,590,12100,49500,60500,40500,40500,40500,74000,60500,33100,9900,2400,2900,27100,90500,33100,33100,1000,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi canlı izle,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,1000,LOW,4,0.1,,,evet,90,40,1900,3600,1600,880,590,390,1000,720,1000,720,50,20,1000,1300,1000,720,390,210,880,880,480,210,140,1000,480,2400,260,320,10,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi hangi kanalda,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,kan,14800,LOW,10,0.35,0.14,0.61,evet,2400,390,27100,49500,9900,5400,8100,3600,14800,12100,27100,18100,3600,880,22200,33100,12100,12100,6600,4400,12100,14800,12100,12100,8100,74000,12100,27100,4400,12100,1000,hayır,,,Geçerli,Ana Liste
şampiyonlar ligi kadro,UEFA Şampiyonlar Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Global Elit,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Kadro,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,kad,480,LOW,0,,,,evet,170,140,320,260,590,720,480,210,320,260,1600,480,140,140,170,70,70,70,90,70,70,90,210,140,110,880,170,110,70,70,140,hayır,,,Geçerli,Ana Liste
avrupa ligi,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,550000,LOW,0,0.12,0.04,0.13,evet,246000,33100,550000,450000,301000,673000,1500000,673000,1000000,823000,450000,550000,201000,74000,673000,673000,1000000,1500000,4090000,1500000,2740000,1830000,1000000,823000,110000,74000,450000,368000,450000,823000,60500,hayır,,,Geçerli,Ana Liste
avrupa ligi puan durumu,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,135000,LOW,0,0.36,,,evet,4400,2900,33100,18100,27100,90500,550000,246000,246000,201000,40500,60500,18100,8100,33100,27100,49500,201000,1500000,673000,1000000,450000,90500,9900,1600,5400,4400,4400,5400,12100,4400,hayır,,,Geçerli,Ana Liste
avrupa ligi fikstür,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,2400,LOW,1,,,,evet,720,110,590,880,880,2900,4400,2900,3600,3600,3600,3600,880,260,1300,1900,5400,14800,27100,18100,27100,22200,22200,22200,720,1000,880,880,1000,3600,590,hayır,,,Geçerli,Ana Liste
avrupa ligi maç sonuçları,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,1300,LOW,3,0.06,0.03,0.3,evet,320,30,720,1300,1300,1900,1900,1300,2400,2400,1000,1600,320,40,1000,1900,4400,5400,8100,3600,6600,5400,2900,1600,720,880,1000,1000,1900,2400,70,hayır,,,Geçerli,Ana Liste
avrupa ligi canlı izle,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,20,LOW,4,,,,evet,40,10,50,20,10,10,30,10,10,10,10,70,20,10,20,20,20,20,20,10,40,50,30,50,50,50,40,10,30,70,0,hayır,,,Geçerli,Ana Liste
avrupa ligi hangi kanalda,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,480,LOW,7,0.4,0.15,0.53,evet,390,50,1900,480,140,170,260,90,260,210,720,880,390,70,1600,720,390,480,1000,320,880,880,3600,5400,390,320,1000,140,140,880,110,hayır,,,Geçerli,Ana Liste
uefa avrupa ligi,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,jen,301000,LOW,0,0.39,0.06,0.78,evet,60500,12100,246000,201000,165000,301000,673000,368000,450000,450000,246000,301000,110000,27100,368000,368000,823000,1000000,2240000,1220000,2240000,1830000,1220000,1000000,110000,74000,550000,368000,550000,1000000,74000,hayır,,,Geçerli,Ana Liste
uefa avrupa ligi puan durumu,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,pd,110000,LOW,0,,,,evet,1900,880,5400,12100,12100,40500,550000,201000,301000,201000,18100,12100,4400,2900,18100,27100,49500,165000,2740000,4090000,6120000,3350000,1220000,450000,18100,9900,9900,9900,14800,33100,9900,hayır,,,Geçerli,Ana Liste
uefa avrupa ligi fikstür,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,1300,LOW,1,,,,evet,590,140,320,590,480,1600,2400,1900,2400,1900,1900,1600,590,210,1000,1600,4400,9900,14800,9900,18100,9900,12100,12100,590,480,590,590,720,2900,880,hayır,,,Geçerli,Ana Liste
uefa avrupa ligi maç sonuçları,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,mac,1300,LOW,2,,,,evet,320,20,880,1600,1300,2400,2400,1300,1900,2400,1000,1300,390,70,1300,2400,4400,4400,6600,2900,6600,4400,2400,1300,390,260,1000,1300,2400,3600,50,hayır,,,Geçerli,Ana Liste
uefa avrupa ligi canlı izle,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,30,LOW,2,,,,evet,10,10,40,40,20,10,110,10,10,10,10,30,10,10,40,40,30,40,50,10,50,70,40,390,30,20,40,10,30,90,10,hayır,,,Geçerli,Ana Liste
uefa avrupa ligi hangi kanalda,UEFA Avrupa Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Üst,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Long-tail,kan,390,LOW,6,0.7,0.17,0.53,evet,210,20,1600,590,70,50,140,40,110,140,590,720,590,70,1600,1000,390,320,880,260,720,880,4400,5400,260,140,1900,140,170,1000,170,hayır,,,Geçerli,Ana Liste
konferans ligi,UEFA Konferans Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Head,jen,368000,LOW,0,0.06,0.04,0.63,evet,90500,18100,550000,450000,368000,368000,201000,550000,673000,450000,90500,550000,110000,27100,450000,201000,110000,110000,135000,301000,301000,201000,90500,368000,74000,33100,673000,1000000,1000000,368000,74000,hayır,,,Geçerli,Ana Liste
konferans ligi puan durumu,UEFA Konferans Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Puan Durumu,Bilgi,Lig/Organizasyon,Jenerik,İngilizce,Body,pd,74000,LOW,0,,,,evet,1000,720,6600,9900,22200,49500,110000,246000,368000,90500,3600,9900,3600,1300,2400,2900,3600,9900,33100,74000,60500,18100,3600,4400,1300,720,2400,5400,12100,8100,5400,hayır,,,Geçerli,Ana Liste
konferans ligi fikstür,UEFA Konferans Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Fikstür,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,fik,880,LOW,1,,,,evet,480,50,590,1000,1000,1300,720,1300,1300,720,590,1600,480,70,390,390,320,260,320,880,590,590,720,880,210,70,1000,3600,5400,2900,1000,hayır,,,Geçerli,Ana Liste
konferans ligi maç sonuçları,UEFA Konferans Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Maç/Skor,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,mac,1900,LOW,1,0.5,,,evet,720,50,1900,2900,3600,2900,480,1900,2400,1900,210,2900,260,30,720,720,720,590,390,1300,1300,1000,320,2900,480,40,2900,8100,9900,1600,110,hayır,,,Geçerli,Ana Liste
konferans ligi canlı izle,UEFA Konferans Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Body,izle,10,LOW,9,,,,evet,20,0,30,10,10,10,10,20,10,10,10,40,30,0,10,10,10,10,0,20,20,20,0,40,10,10,70,50,170,70,0,hayır,,,Geçerli,Ana Liste
konferans ligi hangi kanalda,UEFA Konferans Ligi,Futbol,Kıta Turnuvası,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Türk Takımı Var,TV+ Var,Yıllık,Turnuva,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,İngilizce,Body,kan,320,LOW,7,,,,evet,90,10,1300,480,90,50,10,90,90,90,70,1000,110,20,1600,170,40,30,20,110,90,140,90,590,140,40,2900,720,1000,320,70,hayır,,,Geçerli,Ana Liste
uefa süper kupa,UEFA Süper Kupa,Futbol,Süper Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Yok,TV+ Var,Yıllık,Tek Etkinlik,Jenerik,Bilgi,Lig/Organizasyon,Jenerik,Türkçe,Body,jen,9900,LOW,0,,,,evet,5400,6600,8100,2900,2900,2900,4400,2900,2900,2400,3600,74000,9900,8100,6600,2400,2400,2400,2900,2900,2900,3600,3600,90500,8100,8100,6600,3600,2400,2400,2400,hayır,,,Geçerli,Ana Liste
uefa süper kupa canlı izle,UEFA Süper Kupa,Futbol,Süper Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Yok,TV+ Var,Yıllık,Tek Etkinlik,Canlı İzle,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,izle,10,,,,,,evet,0,0,10,0,0,0,10,0,0,0,0,70,0,10,0,0,0,0,10,0,10,0,10,170,10,10,0,10,0,0,0,hayır,,,Geçerli,Ana Liste
uefa süper kupa hangi kanalda,UEFA Süper Kupa,Futbol,Süper Kupa,Kıta Üstü,Orta,Erkek,Kulüp,Takım Sporu,Avrupa,Uluslararası,Yok,TV+ Var,Yıllık,Tek Etkinlik,Kanal/Yayın,İzleme,Lig/Organizasyon,Jenerik,Türkçe,Long-tail,kan,390,LOW,0,,,,evet,20,10,20,10,10,0,20,10,10,10,10,5400,30,10,10,10,10,10,10,10,10,10,20,6600,90,20,10,30,10,10,10,hayır,,,Geçerli,Ana Liste
