keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,kurum_sorgusu
samsunspor transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,12100,LOW,0,1.13,0.21,0.37,evet,,9900,5400,1000,720,5400,22200,5400,1900,1300,22200,49500,33100,hayır
samsunspor,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,2740000,LOW,0,0.11,0.03,0.23,evet,,246000,1500000,2240000,4090000,4090000,1830000,5000000,5000000,4090000,1500000,5000000,673000,hayır
kocaelispor maçı,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,22200,LOW,0,,,,evet,,480,14800,33100,22200,40500,18100,40500,40500,33100,22200,33100,1600,hayır
kocaelispor maçları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,22200,LOW,0,,,,evet,,480,14800,33100,22200,40500,18100,40500,40500,33100,22200,33100,1600,hayır
kocaelispor maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,3600,LOW,1,,,,evet,,210,2400,4400,3600,5400,2900,5400,4400,4400,4400,3600,480,hayır
kocaelispor maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,1300,LOW,6,,,,evet,,10,1600,1300,1000,2400,1000,2400,1300,1300,1000,2900,320,hayır
kocaelispor canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,260,LOW,0,,,,evet,,20,110,170,140,480,320,480,320,210,170,390,30,hayır
kocaelispor fikstür,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,2900,LOW,1,0.1,0.03,0.14,evet,,70,720,2400,1900,3600,2400,2900,3600,3600,3600,5400,4400,hayır
kocaelispor puan durumu,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,135000,LOW,0,0.04,,,evet,,2900,135000,246000,135000,201000,74000,165000,246000,201000,90500,110000,12100,hayır
kocaelispor kadro,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,1600,LOW,0,,,,evet,,480,880,2400,720,2900,1300,1300,2900,1000,1300,2900,1000,hayır
kocaelispor oyuncuları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,18100,LOW,0,,,,evet,,1900,5400,22200,9900,27100,14800,14800,33100,14800,22200,40500,14800,hayır
kocaelispor transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,1900,LOW,1,0.08,0.26,0.78,evet,,1600,720,260,110,1600,2400,880,480,170,3600,8100,14800,hayır
kocaelispor,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,823000,LOW,0,0.26,0.1,0.37,evet,,90500,550000,1220000,823000,1220000,550000,1000000,1500000,823000,673000,1000000,301000,hayır
göztepe maçı,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,110000,LOW,1,,0.04,0.22,evet,,6600,90500,201000,90500,165000,135000,135000,110000,110000,110000,135000,18100,hayır
göztepe maçları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,110000,LOW,1,,0.04,0.22,evet,,6600,90500,201000,90500,165000,135000,135000,110000,110000,110000,135000,18100,hayır
göztepe maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,4400,LOW,1,0.2,,,evet,,720,3600,6600,4400,6600,6600,6600,5400,5400,3600,3600,880,hayır
göztepe maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,1000,LOW,3,0.21,0.06,0.3,evet,,10,1300,1600,590,880,1600,1300,1600,880,720,1900,1600,hayır
göztepe canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,70,LOW,4,,,,evet,,10,40,110,30,90,110,110,110,40,50,170,40,hayır
göztepe fikstür,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,5400,LOW,1,0.16,0.05,0.2,evet,,320,2400,8100,5400,8100,6600,6600,6600,8100,8100,8100,3600,hayır
göztepe puan durumu,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_pd,165000,LOW,0,,,,evet,,4400,165000,246000,110000,246000,201000,201000,135000,165000,165000,165000,8100,hayır
göztepe kadro,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_kadro,2900,LOW,0,,,,evet,,1000,1600,4400,1600,3600,4400,2400,1600,2400,4400,5400,2900,hayır
göztepe oyuncuları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,22200,LOW,0,,,,evet,,2900,9900,22200,12100,33100,33100,22200,12100,22200,27100,33100,14800,hayır
göztepe transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,Türkçe,Head,tk_transfer,6600,LOW,0,,0.26,0.52,evet,,6600,2400,720,590,6600,9900,4400,1000,1000,12100,14800,22200,hayır
göztepe,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,Türkçe,Head,tk_jen,1220000,LOW,2,0.22,0.02,0.15,evet,,246000,1220000,1830000,1000000,1830000,1500000,1500000,1220000,1220000,1220000,1500000,368000,hayır
alanyaspor maçı,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,27100,LOW,0,,0.04,0.11,evet,,1300,18100,33100,33100,40500,33100,27100,22200,22200,49500,22200,6600,hayır
alanyaspor maçları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,27100,LOW,0,,0.04,0.11,evet,,1300,18100,33100,33100,40500,33100,27100,22200,22200,49500,22200,6600,hayır
alanyaspor maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,1000,LOW,0,,,,evet,,70,720,1600,1300,1300,1300,1300,1000,1000,1300,880,390,hayır
alanyaspor maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,590,LOW,2,,,,evet,,20,210,480,2400,720,720,590,170,320,320,320,260,hayır
alanyaspor canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,50,LOW,7,,,,evet,,10,20,90,110,90,90,50,30,70,40,20,10,hayır
alanyaspor fikstür,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,880,LOW,1,,,,evet,,50,480,1000,880,1300,1000,880,720,720,1600,1000,480,hayır
alanyaspor puan durumu,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,49500,LOW,0,0.33,0.03,0.26,evet,,1900,74000,74000,49500,74000,74000,60500,40500,40500,90500,40500,9900,hayır
alanyaspor kadro,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,2400,LOW,0,,,,evet,,720,1000,2400,2900,4400,3600,2400,1600,1600,4400,1300,720,hayır
alanyaspor oyuncuları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,14800,LOW,0,,,,evet,,1900,5400,12100,14800,27100,22200,14800,8100,8100,27100,12100,8100,hayır
alanyaspor transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,720,LOW,16,1.56,0.63,1.58,evet,,880,590,260,210,720,880,320,260,390,1300,1000,1600,hayır
alanyaspor,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,450000,LOW,0,0.11,0.03,0.14,evet,,27100,368000,550000,550000,823000,673000,550000,301000,301000,673000,368000,110000,hayır
konyaspor maçı,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,33100,LOW,0,0.17,0.02,0.61,evet,,1900,74000,60500,33100,40500,22200,27100,33100,33100,33100,27100,2900,hayır
konyaspor maçları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,33100,LOW,0,0.17,0.02,0.61,evet,,1900,74000,60500,33100,40500,22200,27100,33100,33100,33100,27100,2900,hayır
konyaspor maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,4400,LOW,0,,,,evet,,480,9900,6600,4400,4400,3600,4400,4400,4400,4400,3600,720,hayır
konyaspor maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,2400,LOW,1,0.12,0.06,0.47,evet,,90,8100,3600,6600,1600,1300,1600,880,1600,880,880,720,hayır
konyaspor canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,390,LOW,1,,,,evet,,170,590,390,390,480,880,720,320,390,260,260,140,hayır
konyaspor fikstür,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,1900,LOW,1,0.14,0.04,0.14,evet,,110,1600,2900,1900,3600,1900,1900,1900,2400,2400,2900,1900,hayır
konyaspor puan durumu,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,135000,LOW,0,,,,evet,,3600,201000,301000,135000,201000,74000,110000,90500,110000,110000,201000,8100,hayır
konyaspor kadro,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,1600,LOW,0,,,,evet,,1000,3600,2400,1000,2900,1600,1600,880,1000,1600,1600,590,hayır
konyaspor oyuncuları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,18100,LOW,0,,,,evet,,4400,27100,22200,12100,33100,27100,22200,12100,14800,22200,33100,9900,hayır
konyaspor transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,14800,LOW,1,0.1,0.03,0.31,evet,,14800,4400,1600,1000,9900,40500,18100,1300,1300,12100,33100,40500,hayır
konyaspor,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,1000000,LOW,0,0.11,0.02,0.13,evet,,165000,1830000,1500000,823000,1500000,823000,823000,823000,823000,823000,1500000,368000,hayır
antalyaspor maçı,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,49500,LOW,0,3.31,,,evet,,2400,301000,74000,49500,40500,27100,33100,27100,33100,33100,40500,5400,hayır
antalyaspor maçları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,49500,LOW,0,3.31,,,evet,,2400,301000,74000,49500,40500,27100,33100,27100,33100,33100,40500,5400,hayır
antalyaspor maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,880,LOW,0,,,,evet,,110,2400,1000,1000,880,880,1000,1000,880,590,720,210,hayır
antalyaspor maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,320,LOW,2,,,,evet,,10,880,260,590,390,320,590,260,480,140,260,40,hayır
antalyaspor canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,140,LOW,0,,,,evet,,90,390,110,170,110,210,170,110,110,70,140,140,hayır
antalyaspor fikstür,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,1600,LOW,1,,,,evet,,70,3600,2400,1900,1900,1600,1600,1600,1900,1600,1900,880,hayır
antalyaspor puan durumu,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,İngilizce,Body,tk_pd,135000,LOW,0,,,,evet,,3600,1000000,165000,110000,90500,40500,60500,40500,49500,74000,74000,6600,hayır
antalyaspor kadro,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,İngilizce,Head,tk_kadro,1900,LOW,0,,,,evet,,590,5400,1900,2900,2400,1300,1900,1000,1300,1900,1900,880,hayır
antalyaspor oyuncuları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,14800,LOW,0,,,,evet,,1900,40500,9900,18100,18100,9900,18100,8100,9900,18100,14800,6600,hayır
antalyaspor transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,İngilizce,Head,tk_transfer,720,LOW,1,,0.19,1.46,evet,,390,320,170,260,480,1300,480,140,320,1300,2400,4400,hayır
antalyaspor,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,İngilizce,Head,tk_jen,673000,LOW,0,0.72,,,evet,,60500,3350000,823000,673000,550000,368000,550000,368000,450000,550000,673000,135000,hayır
kasımpaşa maçı,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_mac,12100,LOW,0,0.07,,,evet,,720,14800,12100,22200,33100,12100,9900,8100,14800,18100,8100,2900,hayır
kasımpaşa maçları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Maç Sorgusu,Bilgi,Takım,Jenerik,Türkçe,Head,tk_maclar,12100,LOW,0,0.07,,,evet,,720,14800,12100,22200,33100,12100,9900,8100,14800,18100,8100,2900,hayır
kasımpaşa maçı ne zaman,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takvim/Saat,Bilgi,Takım,Jenerik,Türkçe,Body,tk_nezaman,720,LOW,0,0.59,,,evet,,40,1000,880,880,1300,1300,880,590,720,480,480,170,hayır
kasımpaşa maçı hangi kanalda,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kanal/Yayın,İzleme,Takım,Jenerik,Türkçe,Body,tk_kanal,260,LOW,1,,,,evet,,10,480,320,170,590,590,480,110,390,90,110,70,hayır
kasımpaşa canlı izle,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Canlı İzle,İzleme,Takım,Jenerik,Türkçe,Body,tk_izle,50,LOW,7,,,,evet,,0,40,40,70,110,90,70,30,50,20,30,10,hayır
kasımpaşa fikstür,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Fikstür,Bilgi,Takım,Jenerik,Türkçe,Head,tk_fikstur,720,LOW,1,0.05,,,evet,,20,1000,1300,880,1600,1300,720,480,590,590,590,260,hayır
kasımpaşa puan durumu,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Puan Durumu,Bilgi,Takım,Jenerik,Türkçe,Body,tk_pd,22200,LOW,0,,,,evet,,1300,27100,14800,60500,74000,5400,6600,5400,22200,33100,8100,3600,hayır
kasımpaşa kadro,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_kadro,2400,LOW,0,,,,evet,,590,1900,1600,1600,8100,4400,2400,720,1300,1600,1300,590,hayır
kasımpaşa oyuncuları,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Kadro,Bilgi,Takım,Jenerik,Türkçe,Head,tk_oyuncu,5400,LOW,0,,,,evet,,1600,1000,1000,9900,18100,1600,880,1000,8100,12100,5400,5400,hayır
kasımpaşa transfer,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Transfer,Bilgi,Takım,Jenerik,Türkçe,Head,tk_transfer,880,LOW,1,,,,evet,,390,110,90,140,1300,6600,210,50,140,480,1000,1300,hayır
kasımpaşa,Süper Lig,Futbol,Lig,1. Seviye,Global Elit,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Takım Jenerik,Bilgi,Takım,Jenerik,Türkçe,Head,tk_jen,246000,LOW,2,0.06,,,evet,,60500,301000,301000,201000,673000,368000,246000,135000,201000,246000,165000,74000,hayır
