keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,intent_kaynak,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,oyuncu_ana_ad,milli_kaynak,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01
george russell kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,george russell,,40,LOW,0,,,,evet,30,40,40,30,50,30,30,30,30,40,30,70,90,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
george russell hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,george russell,,10,LOW,0,,,,evet,10,10,10,10,20,10,10,20,10,20,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
george russell istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,george russell,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fernando alonso,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,fernando alonso,,18100,LOW,0,0.02,0.15,0.44,evet,12100,14800,14800,12100,27100,9900,12100,27100,18100,22200,18100,22200,27100,18100,14800,12100,14800,8100,6600,8100,8100,8100,8100,8100,9900,9900,14800,18100,18100,14800,6600
fernando alonso kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,fernando alonso,,20,LOW,0,,,,evet,10,20,40,20,30,20,20,30,20,30,20,30,20,20,10,10,20,10,10,10,10,20,10,20,10,10,20,20,20,10,10
fernando alonso hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,fernando alonso,,90,LOW,0,,,,evet,70,90,110,90,90,50,90,170,140,110,70,90,110,50,30,20,30,20,20,20,20,20,10,20,0,0,0,0,0,0,0
fernando alonso istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,fernando alonso,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kimi antonelli,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,kimi antonelli,,18100,LOW,0,0.15,0.15,0.94,evet,22200,40500,40500,14800,40500,5400,5400,14800,18100,9900,8100,8100,12100,14800,18100,14800,22200,2900,1900,2900,1600,1300,2900,6600,2400,2900,2900,1900,2400,3600,390
kimi antonelli kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,kimi antonelli,,20,LOW,0,,,,evet,40,70,50,10,70,10,10,10,10,10,10,10,20,20,20,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimi antonelli hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,kimi antonelli,,10,LOW,0,,,,evet,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kimi antonelli istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,kimi antonelli,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carlos sainz,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,carlos sainz,,6600,LOW,0,,,,evet,5400,6600,6600,5400,8100,4400,5400,8100,6600,6600,9900,8100,12100,8100,8100,8100,14800,6600,6600,9900,6600,6600,6600,8100,9900,9900,14800,18100,33100,12100,5400
carlos sainz kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,carlos sainz,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,30,20,20,30,40,50,10,20
carlos sainz hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,carlos sainz,,90,LOW,0,,,,evet,40,50,50,70,90,50,70,110,110,90,110,110,170,110,110,140,320,40,10,90,20,10,10,10,0,0,0,0,0,0,0
carlos sainz istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,carlos sainz,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sergio perez,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,sergio perez,,1600,LOW,0,,,,evet,880,1000,1300,880,1600,1000,1600,2900,1900,1600,1300,2400,1900,1600,1300,1600,3600,1000,880,2400,1000,1000,1300,1300,2400,1600,1600,1300,1900,1600,880
sergio perez kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,sergio perez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sergio perez hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,sergio perez,,40,LOW,0,,,,evet,20,30,20,20,40,20,50,70,90,50,50,50,50,30,90,70,480,50,20,0,0,0,0,0,0,0,0,0,0,0,0
sergio perez istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,sergio perez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
valtteri bottas,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,valtteri bottas,,2400,LOW,0,,,,evet,2400,2400,2900,1600,4400,1300,1900,2900,1600,1600,1600,3600,2400,1900,1600,1600,2400,1300,1300,2900,2400,1900,1900,1900,2400,2400,3600,2900,5400,2400,1000
valtteri bottas kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,valtteri bottas,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10
valtteri bottas hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,valtteri bottas,,20,LOW,0,,,,evet,10,20,20,10,20,20,20,50,50,40,10,30,30,20,30,40,50,30,10,20,10,10,10,20,20,0,0,0,0,0,0
valtteri bottas istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,valtteri bottas,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isack hadjar,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,isack hadjar,,4400,LOW,0,,0.28,0.85,evet,3600,6600,6600,1900,8100,1600,1900,6600,3600,2900,5400,8100,3600,3600,4400,5400,9900,880,590,2900,260,170,260,260,880,320,3600,30,260,50,20
isack hadjar kimdir,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,isack hadjar,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isack hadjar hangi takımda,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,isack hadjar,,10,LOW,0,,,,evet,10,10,10,10,20,10,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isack hadjar istatistik,Formula 1,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,isack hadjar,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marc marquez,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,marc marquez,,4400,LOW,1,,0.44,0.8,evet,1600,3600,3600,2400,4400,3600,1900,4400,6600,12100,6600,4400,8100,8100,4400,4400,4400,1000,880,880,1600,1900,2400,1900,2900,2900,2400,2400,2400,1300,1300
marc marquez kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,marc marquez,,20,LOW,0,,,,evet,10,10,10,10,10,10,10,20,10,50,20,30,40,50,30,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10
marc marquez hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,marc marquez,,40,LOW,0,,,,evet,20,40,20,30,40,30,20,50,70,90,40,40,50,110,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marc marquez istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,marc marquez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francesco bagnaia,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,francesco bagnaia,,720,LOW,0,,,,evet,210,880,720,320,1300,590,210,320,1000,1300,880,480,880,1300,720,1000,590,260,210,320,1000,1300,880,1000,1600,880,880,720,720,210,260
francesco bagnaia kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,francesco bagnaia,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francesco bagnaia hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,francesco bagnaia,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francesco bagnaia istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,francesco bagnaia,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jorge martin,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,jorge martin,,480,LOW,1,,,,evet,390,720,880,390,1000,390,210,140,480,390,320,320,590,1000,720,880,720,320,260,480,1300,320,260,170,210,390,480,260,260,110,70
jorge martin kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,jorge martin,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jorge martin hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,jorge martin,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jorge martin istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,jorge martin,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedro acosta,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,pedro acosta,,880,LOW,0,,,,evet,480,1600,1000,590,2900,720,260,260,1000,1000,260,390,480,590,260,320,210,110,70,90,260,320,390,260,720,390,480,1000,880,140,50
pedro acosta kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,pedro acosta,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedro acosta hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,pedro acosta,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedro acosta istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,pedro acosta,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabio quartararo,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,fabio quartararo,,4400,LOW,0,,,,evet,3600,2400,9900,6600,9900,9900,4400,720,4400,1900,880,720,1300,1900,1600,720,390,210,140,140,320,390,390,390,320,260,260,480,320,320,320
fabio quartararo kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,fabio quartararo,,10,LOW,0,,,,evet,10,10,10,10,10,10,10,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabio quartararo hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,fabio quartararo,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabio quartararo istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,fabio quartararo,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex marquez,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,alex marquez,,260,LOW,0,,,,evet,110,170,1300,260,140,140,50,70,320,590,170,140,260,720,210,480,590,20,30,20,30,30,70,30,40,40,40,50,40,30,30
alex marquez kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,alex marquez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex marquez hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,alex marquez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex marquez istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,alex marquez,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marco bezzecchi,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,marco bezzecchi,,1900,LOW,0,,,,evet,880,5400,1900,1900,6600,1600,260,390,4400,880,590,590,590,590,590,170,140,90,50,70,140,210,170,110,210,170,210,170,110,90,110
marco bezzecchi kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,marco bezzecchi,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marco bezzecchi hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,marco bezzecchi,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marco bezzecchi istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,marco bezzecchi,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brad binder,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,brad binder,,260,LOW,0,,,,evet,110,390,390,210,720,170,70,50,260,390,90,90,140,170,140,110,70,70,30,40,90,170,170,170,90,90,170,170,320,50,50
brad binder kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,brad binder,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brad binder hangi takımda,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,brad binder,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brad binder istatistik,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,İstatistik,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,,brad binder,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joan mir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Jenerik,Navigasyonel,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,,joan mir,,320,LOW,0,,,,evet,170,390,590,260,880,320,110,90,390,590,320,170,210,320,210,140,170,110,50,50,170,110,110,110,170,210,140,90,110,90,50
joan mir kimdir,MotoGP,Motor Sporları,Lig,1. Seviye,Erkek,Kulüp,Bireysel Spor,Global,Uluslararası,Yok,Doğrulanacak,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,,joan mir,,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
