keyword,organizasyon,spor_dali,musabaka_tipi,lig_seviyesi,prestij_katmani,cinsiyet,kulup_milli,takim_bireysel,cografya,yerlilik,turk_baglantisi,yayin_hakki,periyodiklik,takvim_tipi,sayfa_tipi,intent_katmani,entity_tipi,marka_tipi,dil,sorgu_uzunlugu,varyant_kodu,kulup,oyuncu_ana_ad,kurum_sorgusu,oyuncu_dogrulama,varyant_denetim,teknik_kadro,katman,search_volume,competition,competition_index,cpc,low_bid,high_bid,veri_var,2026-07,2026-06,2026-05,2026-04,2026-03,2026-02,2026-01,2025-12,2025-11,2025-10,2025-09,2025-08,2025-07,2025-06,2025-05,2025-04,2025-03,2025-02,2025-01,2024-12,2024-11,2024-10,2024-09,2024-08,2024-07,2024-06,2024-05,2024-04,2024-03,2024-02,2024-01,mantik_denetim,faset_notu
ilayda kara,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,amed sportif,i̇layda cansu kara,hayır,Oyuncu,Geçerli,,Genişletme,140,LOW,0,,,,evet,170,260,210,170,140,110,210,140,110,110,110,70,90,110,140,90,110,110,90,110,90,90,90,70,110,90,110,70,140,110,110,Geçerli,
ilayda kara kimdir,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,amed sportif,i̇layda cansu kara,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilayda kara hangi takımda,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,amed sportif,i̇layda cansu kara,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilayda kara istatistik,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,amed sportif,i̇layda cansu kara,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilhan şahin,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,erzurumspor,i̇lhan şahin,hayır,Oyuncu,Geçerli,,Genişletme,880,LOW,0,,,,evet,1000,1000,1300,1000,880,1000,880,720,590,880,880,720,720,590,880,720,720,720,880,720,590,720,720,590,720,590,720,480,590,590,590,Geçerli,
ilhan şahin kimdir,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,erzurumspor,i̇lhan şahin,hayır,Oyuncu,Geçerli,,Genişletme,210,LOW,0,,,,evet,170,320,390,260,210,320,170,140,140,210,260,210,170,110,210,170,170,210,210,170,90,110,110,110,140,110,170,70,110,140,210,Geçerli,
ilhan şahin hangi takımda,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,erzurumspor,i̇lhan şahin,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilhan şahin istatistik,Süper Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,erzurumspor,i̇lhan şahin,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ismail kartal,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,sakaryaspor,i̇smail kartal,hayır,Oyuncu,Geçerli,,Genişletme,165000,LOW,2,0.14,0.1,0.13,evet,301000,450000,110000,74000,49500,22200,40500,27100,22200,110000,450000,246000,40500,90500,135000,74000,90500,90500,246000,246000,90500,165000,135000,135000,110000,301000,823000,673000,368000,301000,301000,Aktif oyuncu değil (Teknik direktör),
ismail kartal kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,sakaryaspor,i̇smail kartal,hayır,Oyuncu,Geçerli,,Genişletme,590,LOW,0,,,,evet,590,3600,210,480,260,110,170,110,110,210,1000,880,260,590,210,320,260,320,590,590,720,880,590,720,320,720,2900,1900,1000,1000,720,Geçerli,
ismail kartal hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,sakaryaspor,i̇smail kartal,hayır,Oyuncu,Geçerli,,Genişletme,720,LOW,1,,,,evet,70,390,140,260,210,90,170,90,30,70,1600,5400,260,320,6600,3600,4400,4400,3600,1300,1000,1600,1000,590,210,320,50,30,10,20,30,Geçerli,
ismail kartal istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,sakaryaspor,i̇smail kartal,hayır,Oyuncu,Geçerli,,Genişletme,50,LOW,0,,,,evet,40,170,40,30,30,10,20,20,20,30,170,140,20,20,70,70,70,70,70,90,70,110,70,50,30,110,320,170,140,260,390,Geçerli,
batuhan işçiler,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,320,LOW,0,,,,evet,70,50,70,170,260,260,2400,390,140,140,260,170,50,40,170,210,110,70,110,140,170,110,170,90,480,40,140,110,70,140,140,Geçerli,
batuhan işçiler kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
batuhan işçiler hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
batuhan işçiler istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
işçiler,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,60500,LOW,5,0.48,0.06,0.23,evet,8100,33100,27100,135000,60500,90500,49500,22200,40500,22200,49500,110000,450000,550000,450000,368000,110000,246000,165000,110000,74000,90500,60500,60500,74000,90500,49500,40500,12100,8100,9900,"Tek kelime varyantı, ana addan sapıyor",
işçiler kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Bilgi,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
işçiler hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
işçiler istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,İstatistik,serikspor,batuhan i̇şçiler,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izcican,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izcican kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Bilgi,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izcican hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izcican istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,İstatistik,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
sami izcican,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,30,LOW,0,,,,evet,30,30,20,30,20,30,30,30,30,30,20,50,20,40,40,30,50,40,30,30,40,40,40,40,50,30,40,40,40,50,40,Geçerli,
sami izcican kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
sami izcican hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
sami izcican istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,şanlıurfaspor,sami i̇zcican,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ibrahim yavuz,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,şanlıurfaspor,i̇brahim yavuz,hayır,Oyuncu,Geçerli,,Genişletme,3600,LOW,0,,,,evet,8100,6600,6600,1600,1300,1600,2400,1300,1600,1900,3600,5400,5400,1000,1300,1000,1600,1600,1300,1900,3600,880,1600,880,880,590,390,590,720,590,880,Aktif oyuncu değil (Emekli),
ibrahim yavuz kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,i̇brahim yavuz,hayır,Oyuncu,Geçerli,,Genişletme,320,LOW,0,,,,evet,720,590,590,110,140,210,320,140,170,110,260,590,590,90,90,110,210,210,70,110,170,70,90,20,40,50,40,70,260,110,210,Geçerli,
ibrahim yavuz hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,i̇brahim yavuz,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ibrahim yavuz istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,şanlıurfaspor,i̇brahim yavuz,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izzet kaya,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,şanlıurfaspor,i̇zzet kaya,hayır,Oyuncu,Geçerli,,Genişletme,90,LOW,0,,,,evet,110,90,90,110,90,90,70,90,70,110,110,170,140,110,110,110,70,70,110,140,70,90,110,70,90,110,110,110,140,110,110,Geçerli,
izzet kaya kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,i̇zzet kaya,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izzet kaya hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,i̇zzet kaya,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izzet kaya istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,şanlıurfaspor,i̇zzet kaya,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
kerem inan,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,şanlıurfaspor,kerem i̇nan,hayır,Oyuncu,Geçerli,,Genişletme,720,LOW,0,,,,evet,480,390,1000,880,720,590,590,880,590,590,720,880,1000,1900,1600,880,1600,590,1000,720,1300,880,1300,590,590,720,1000,720,590,1900,1000,Geçerli,
kerem inan kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,kerem i̇nan,hayır,Oyuncu,Geçerli,,Genişletme,30,LOW,0,,,,evet,20,20,70,20,10,20,20,50,10,20,50,40,70,20,40,10,40,10,10,20,40,20,20,10,10,10,10,20,10,30,40,Geçerli,
kerem inan hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,şanlıurfaspor,kerem i̇nan,hayır,Oyuncu,Geçerli,,Genişletme,0,,,,,,evet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,Geçerli,
kerem inan istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,şanlıurfaspor,kerem i̇nan,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilkem özkaynak,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,adanaspor,i̇lkem özkaynak,hayır,Oyuncu,Geçerli,,Genişletme,30,LOW,0,,,,evet,20,40,20,20,50,30,20,30,20,20,30,20,20,30,20,20,20,30,40,30,30,20,20,30,40,20,50,30,30,50,30,Geçerli,
ilkem özkaynak kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,adanaspor,i̇lkem özkaynak,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilkem özkaynak hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,adanaspor,i̇lkem özkaynak,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
ilkem özkaynak istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,adanaspor,i̇lkem özkaynak,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izzet yıldırım,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,adanaspor,i̇zzet yıldırım,hayır,Oyuncu,Geçerli,,Genişletme,110,LOW,0,,,,evet,110,110,110,140,170,140,110,110,110,110,90,110,140,320,110,140,170,140,140,140,110,140,140,140,140,110,170,110,140,110,140,Geçerli,
izzet yıldırım kimdir,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,adanaspor,i̇zzet yıldırım,hayır,Oyuncu,Geçerli,,Genişletme,10,LOW,0,,,,evet,20,10,20,20,30,10,20,10,10,10,10,10,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geçerli,
izzet yıldırım hangi takımda,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,adanaspor,i̇zzet yıldırım,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
izzet yıldırım istatistik,TFF 1. Lig,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,Türkiye,Yerli,Türk Takımı Var,TV+ Yok,Yıllık,Sürekli Lig,İstatistik,Bilgi,Oyuncu,Jenerik,Türkçe,Body,İstatistik,adanaspor,i̇zzet yıldırım,hayır,Oyuncu,Geçerli,,Genişletme,,,,,,,hayir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geçerli,
emirhan ilkhan,Serie A,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Jenerik,Bilgi,Oyuncu,Jenerik,Türkçe,Head,Oyuncu Jenerik,torino,emirhan i̇lkhan,hayır,Oyuncu,Geçerli,,Genişletme,18100,LOW,0,,,,evet,8100,18100,22200,12100,18100,33100,40500,8100,18100,8100,14800,22200,18100,5400,6600,5400,9900,9900,8100,6600,6600,6600,27100,22200,12100,18100,14800,33100,14800,27100,27100,Geçerli,
emirhan ilkhan kimdir,Serie A,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,torino,emirhan i̇lkhan,hayır,Oyuncu,Geçerli,,Genişletme,40,LOW,0,,,,evet,10,40,70,20,90,70,90,10,30,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,20,10,30,10,30,10,Geçerli,
emirhan ilkhan hangi takımda,Serie A,Futbol,Lig,1. Seviye,Çekirdek,Erkek,Kulüp,Takım Sporu,İtalya,Yabancı,Yok,TV+ Var,Yıllık,Sürekli Lig,Oyuncu Bilgi,Bilgi,Oyuncu,Jenerik,Türkçe,Body,Oyuncu Bilgi,torino,emirhan i̇lkhan,hayır,Oyuncu,Geçerli,,Genişletme,90,LOW,0,,,,evet,20,50,50,30,50,30,50,30,480,70,90,90,140,70,50,70,70,90,70,50,70,40,90,140,50,20,30,140,50,110,140,Geçerli,
